ID,Sample_#,Date,"Date Time, GMT-04:00",Abs_Pres_psi,Temp °C,Abs_Pres_m,Trans_Dist_m,
AR-345_RB2_2015-10-15_S,298,10/15/2015,12:21:56 PM,41.6814,23.966,18.36250804,,
AR-345_RB2_2015-10-15_S,299,10/15/2015,12:21:57 PM,41.7384,23.966,18.40129423,,
AR-345_RB2_2015-10-15_S,300,10/15/2015,12:21:58 PM,41.6969,23.966,18.37305516,,
AR-345_RB2_2015-10-15_S,301,10/15/2015,12:21:59 PM,41.6453,23.966,18.33794345,,
AR-345_RB2_2015-10-15_S,302,10/15/2015,12:22:00 PM,41.5366,23.966,18.26397749,,
AR-345_RB2_2015-10-15_S,303,10/15/2015,12:22:01 PM,41.5159,23.966,18.24989198,,
AR-345_RB2_2015-10-15_S,304,10/15/2015,12:22:02 PM,41.4641,23.966,18.21464417,,
AR-345_RB2_2015-10-15_S,305,10/15/2015,12:22:03 PM,41.5883,23.966,18.29915725,,
AR-345_RB2_2015-10-15_S,306,10/15/2015,12:22:04 PM,41.6245,23.966,18.32378989,,
AR-345_RB2_2015-10-15_S,307,10/15/2015,12:22:05 PM,41.6297,23.966,18.32732828,,
AR-345_RB2_2015-10-15_S,308,10/15/2015,12:22:06 PM,41.6193,23.966,18.3202515,,
AR-345_RB2_2015-10-15_S,309,10/15/2015,12:22:07 PM,41.6193,23.966,18.3202515,,
AR-345_RB2_2015-10-15_S,310,10/15/2015,12:22:08 PM,41.6711,23.966,18.3554993,,
AR-345_RB2_2015-10-15_S,311,10/15/2015,12:22:09 PM,41.7279,23.966,18.39414941,,
AR-345_RB2_2015-10-15_S,312,10/15/2015,12:22:10 PM,41.7642,23.966,18.41885009,0,
