"ID","Sample_Number","Date","Time","Abs_Pres_psi","Temp_C","Abs_Pres_m","Trans_Dist_m","NA","dist_cm","dist_m_scaled","semivar","semivar3.2967032967033","semivar6.59340659340659","semivar9.89010989010989","semivar13.1868131868132","semivar16.4835164835165","semivar19.7802197802198","semivar23.0769230769231","semivar26.3736263736264","semivar29.6703296703297","semivar32.967032967033","semivar36.2637362637363","semivar39.5604395604396","semivar42.8571428571429","semivar46.1538461538462","semivar49.4505494505495","semivar52.7472527472527","semivar56.043956043956","semivar59.3406593406593","semivar62.6373626373626","semivar65.9340659340659","semivar69.2307692307692","semivar72.5274725274725","semivar75.8241758241758","semivar79.1208791208791","semivar82.4175824175824","semivar85.7142857142857","semivar89.010989010989","semivar92.3076923076923","semivar95.6043956043956","semivar98.9010989010989","semivar102.197802197802","semivar105.494505494505","semivar108.791208791209","semivar112.087912087912","semivar115.384615384615","semivar118.681318681319","semivar121.978021978022","semivar125.274725274725","semivar128.571428571429","semivar131.868131868132","semivar135.164835164835","semivar138.461538461538","semivar141.758241758242","semivar145.054945054945","semivar148.351648351648","semivar151.648351648352","semivar154.945054945055","semivar158.241758241758","semivar161.538461538462","semivar164.835164835165","semivar168.131868131868","semivar171.428571428571","semivar174.725274725275","semivar178.021978021978","semivar181.318681318681","semivar184.615384615385","semivar187.912087912088","semivar191.208791208791","semivar194.505494505495","semivar197.802197802198","semivar201.098901098901","semivar204.395604395604","semivar207.692307692308","semivar210.989010989011","semivar214.285714285714","semivar217.582417582418","semivar220.879120879121","semivar224.175824175824","semivar227.472527472527","semivar230.769230769231","semivar234.065934065934","semivar237.362637362637","semivar240.659340659341","semivar243.956043956044","semivar247.252747252747","semivar250.549450549451","semivar253.846153846154","semivar257.142857142857","semivar260.43956043956","semivar263.736263736264","semivar267.032967032967","semivar270.32967032967","semivar273.626373626374","semivar276.923076923077","semivar280.21978021978","semivar283.516483516484","semivar286.813186813187","semivar290.10989010989","semivar293.406593406593","semivar296.703296703297","semivar300"
"AR-378_RB1_2016-05-10_R_T3",39,"5/10/2016","10:13:40 AM",33.0721,21.091,12.5042,NA,"AR-378_RB1_2016-05-10_R_T3_final.csv",160,5.33333333333333,1.43693262,"0.000590489999999924","0.000590489999999924","0.00059049000000001","0.00574564000000015","0.0126112900000003","0.0112996900000002","0.00299209000000005","0.0011155599999999","0.00444888999999988","0.00368448999999986","0.00266255999999987","8.28099999999696e-05","0.000231040000000003","0.00488601000000007","0.00944784000000016","0.0154753600000003","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_RB1_2016-05-10_R_T3",40,"5/10/2016","10:13:41 AM",33.1791,21.091,12.577,NA,"AR-378_RB1_2016-05-10_R_T3_final.csv",170,5.66666666666667,2.057231365,"0.00529983999999987","0.00235225000000006","0.00235225000000006","0.00942840999999986","0.02208196","0.0342620100000001","0.03207681","0.0162562499999999","0.00155236000000004","3.72099999999999e-05","0.000146410000000005","0.000449440000000014","0.0040576900000001","0.00774399999999986","0.0203632899999999","0.0289","0.0388878400000002","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_RB1_2016-05-10_R_T3",41,"5/10/2016","10:13:42 AM",33.1925,21.091,12.5862,NA,"AR-378_RB1_2016-05-10_R_T3_final.csv",180,6,2.622630665,"8.46399999999977e-05","0.00672399999999983","0.00332929000000006","0.00332929000000006","0.0112996899999998","0.02490084","0.0377524900000001","0.03545689","0.0186868899999998","0.00236196000000004","0.000234089999999996","0.000453690000000004","0.000924160000000012","0.00531441000000009","0.00944783999999982","0.0230736099999998","0.0321126399999999","0.0426009600000001","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_RB1_2016-05-10_R_T3",42,"5/10/2016","10:13:43 AM",33.1613,21.091,12.5649,NA,"AR-378_RB1_2016-05-10_R_T3_final.csv",190,6.33333333333333,2.861710215,"0.000453690000000004","0.000146410000000005","0.00368448999999986","0.00132496000000003","0.00132496000000003","0.00722499999999984","0.01863225","0.029929","0.0278889999999999","0.0133171599999998","0.000745290000000018","3.60000000000027e-05","0","8.2810000000002e-05","0.00266256000000006","0.00576080999999984","0.0170563599999998","0.0249324099999999","0.0342620100000001","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_RB1_2016-05-10_R_T3",43,"5/10/2016","10:13:44 AM",33.0721,21.091,12.5042,NA,"AR-378_RB1_2016-05-10_R_T3_final.csv",200,6.66666666666667,2.699469245,"0.00368448999999986","0.00672399999999983","0.00529983999999987","0","0.000590489999999924","0.000590489999999924","0.00059049000000001","0.00574564000000015","0.0126112900000003","0.0112996900000002","0.00299209000000005","0.0011155599999999","0.00444888999999988","0.00368448999999986","0.00266255999999987","8.28099999999696e-05","0.000231040000000003","0.00488601000000007","0.00944784000000016","0.0154753600000003","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_RB1_2016-05-10_R_T3",44,"5/10/2016","10:13:45 AM",32.9382,21.091,12.4131,NA,"AR-378_RB1_2016-05-10_R_T3_final.csv",210,7,2.28310458,"0.00829921000000015","0.0230432399999999","0.0299636099999999","0.02686321","0.00829921000000015","0.0133171599999998","0.0133171599999998","0.00446224000000009","0.000234089999999996","0.000449440000000014","0.000231040000000003","0.00132496000000003","0.0155002499999998","0.02490084","0.0230432399999999","0.0203632899999999","0.0100400399999998","0.00576081000000011","0.000449440000000014","3.72099999999999e-05","0.00110889000000004","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_RB1_2016-05-10_R_T3",45,"5/10/2016","10:13:46 AM",32.8892,21.091,12.3798,NA,"AR-378_RB1_2016-05-10_R_T3_final.csv",220,7.33333333333333,1.888172665,"0.00110889000000004","0.0154753600000003","0.0342620100000001","0.0426009600000001","0.0388878400000002","0.0154753600000003","0.02211169","0.02211169","0.0100200100000002","0.00236196000000004","0.000146410000000005","0.000327610000000016","0.00485809000000014","0.02490084","0.0365192100000002","0.0342620100000001","0.0309760000000001","0.0178222499999999","0.0119246400000003","0.0029702500000001","0.00073984000000003","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_RB1_2016-05-10_R_T3",46,"5/10/2016","10:13:47 AM",32.9382,21.091,12.4131,NA,"AR-378_RB1_2016-05-10_R_T3_final.csv",230,7.66666666666667,1.747854145,"0.00110889000000004","0","0.00829921000000015","0.0230432399999999","0.0299636099999999","0.02686321","0.00829921000000015","0.0133171599999998","0.0133171599999998","0.00446224000000009","0.000234089999999996","0.000449440000000014","0.000231040000000003","0.00132496000000003","0.0155002499999998","0.02490084","0.0230432399999999","0.0203632899999999","0.0100400399999998","0.00576081000000011","0.000449440000000014","3.72099999999999e-05","0.00110889000000004","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_RB1_2016-05-10_R_T3",47,"5/10/2016","10:13:48 AM",33.0944,21.091,12.5194,NA,"AR-378_RB1_2016-05-10_R_T3_final.csv",240,8,1.8789788,"0.0112996899999998","0.0194881599999999","0.0112996899999998","0.000231039999999949","0.00207025000000005","0.00446224000000009","0.00331776000000009","0.000231039999999949","8.2810000000002e-05","8.2810000000002e-05","0.00156024999999988","0.00828099999999987","0.0162562499999999","0.0147622499999998","0.00488600999999982","0.000331240000000008","0.00265225000000008","0.00207025000000005","0.00132496000000003","3.72099999999999e-05","0.000924159999999904","0.0072420099999998","0.0126337599999998","0.0194881599999999","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_RB1_2016-05-10_R_T3",48,"5/10/2016","10:13:49 AM",33.2683,21.091,12.6377,NA,"AR-378_RB1_2016-05-10_R_T3_final.csv",250,8.33333333333333,2.11596305,"0.0139948900000003","0.0504451600000003","0.0665124100000006","0.0504451600000003","0.0178222499999999","0.00529984000000013","0.00265225000000008","0.00368449000000008","0.0178222499999999","0.0119246400000003","0.0119246400000003","0.02490084","0.0438064900000003","0.0604176400000004","0.0575040400000003","0.0354192400000001","0.0100200100000002","0.00446224000000009","0.00529984000000013","0.00670761000000016","0.0154753600000003","0.02211169","0.0413715600000001","0.0532224900000003","0.0665124100000006","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
