"ID","Sample_Number","Date","Time","Abs_Pres_psi","Temp_C","Abs_Pres_m","Trans_Dist_m","NA","dist_cm","dist_m_scaled","semivar","semivar3.09278350515464","semivar6.18556701030928","semivar9.27835051546392","semivar12.3711340206186","semivar15.4639175257732","semivar18.5567010309278","semivar21.6494845360825","semivar24.7422680412371","semivar27.8350515463918","semivar30.9278350515464","semivar34.020618556701","semivar37.1134020618557","semivar40.2061855670103","semivar43.298969072165","semivar46.3917525773196","semivar49.4845360824742","semivar52.5773195876289","semivar55.6701030927835","semivar58.7628865979381","semivar61.8556701030928","semivar64.9484536082474","semivar68.0412371134021","semivar71.1340206185567","semivar74.2268041237113","semivar77.319587628866","semivar80.4123711340206","semivar83.5051546391753","semivar86.5979381443299","semivar89.6907216494845","semivar92.7835051546392","semivar95.8762886597938","semivar98.9690721649485","semivar102.061855670103","semivar105.154639175258","semivar108.247422680412","semivar111.340206185567","semivar114.432989690722","semivar117.525773195876","semivar120.618556701031","semivar123.711340206186","semivar126.80412371134","semivar129.896907216495","semivar132.989690721649","semivar136.082474226804","semivar139.175257731959","semivar142.268041237113","semivar145.360824742268","semivar148.453608247423","semivar151.546391752577","semivar154.639175257732","semivar157.731958762887","semivar160.824742268041","semivar163.917525773196","semivar167.010309278351","semivar170.103092783505","semivar173.19587628866","semivar176.288659793814","semivar179.381443298969","semivar182.474226804124","semivar185.567010309278","semivar188.659793814433","semivar191.752577319588","semivar194.845360824742","semivar197.938144329897","semivar201.030927835052","semivar204.123711340206","semivar207.216494845361","semivar210.309278350515","semivar213.40206185567","semivar216.494845360825","semivar219.587628865979","semivar222.680412371134","semivar225.773195876289","semivar228.865979381443","semivar231.958762886598","semivar235.051546391753","semivar238.144329896907","semivar241.237113402062","semivar244.329896907216","semivar247.422680412371","semivar250.515463917526","semivar253.60824742268","semivar256.701030927835","semivar259.79381443299","semivar262.886597938144","semivar265.979381443299","semivar269.072164948454","semivar272.164948453608","semivar275.257731958763","semivar278.350515463918","semivar281.443298969072","semivar284.536082474227","semivar287.628865979381","semivar290.721649484536","semivar293.814432989691","semivar296.907216494845","semivar300"
"AR-370_LIBERTYSHIP_2016-03-10_R_T1",14,"3/10/2016","1:09:45 PM",35.5782,13.558,14.2095,NA,"AR-370_LIBERTYSHIP_2016-03-10_R_T1_final.csv",100,3.125,0.348657139999999,"0.00366024999999992","0.00719103999999992","3.72099999999999e-05","0.00330625000000011","8.2810000000002e-05","0.0228916899999997","0.0586608400000002","0.0169520400000001","0.0169520400000001","0.00619368999999993","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_LIBERTYSHIP_2016-03-10_R_T1",15,"3/10/2016","1:09:46 PM",35.6004,13.558,14.2246,NA,"AR-370_LIBERTYSHIP_2016-03-10_R_T1_final.csv",110,3.4375,0.35285117,"0.00022801000000001","0.00206115999999991","0.00485808999999989","0.000449440000000014","0.00527076000000019","3.60000000000027e-05","0.0185504399999997","0.05157441","0.01324801","0.01324801","0.0040449599999999","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_LIBERTYSHIP_2016-03-10_R_T1",16,"3/10/2016","1:09:47 PM",35.7428,13.558,14.3215,NA,"AR-370_LIBERTYSHIP_2016-03-10_R_T1_final.csv",120,3.75,0.4218735,"0.00938960999999995","0.012544","0.00265225000000008","0.00073984000000003","0.01394761","0.0287302500000004","0.01058841","0.00154448999999992","0.0169520400000001","0.000331240000000008","0.000331240000000008","0.00110889000000004","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_LIBERTYSHIP_2016-03-10_R_T1",17,"3/10/2016","1:09:48 PM",35.7783,13.558,14.3457,NA,"AR-370_LIBERTYSHIP_2016-03-10_R_T1_final.csv",130,4.0625,0.48787565,"0.000585640000000021","0.0146652100000001","0.0185504400000001","0.00573049000000018","0.0026419600000001","0.0202492900000002","0.0375196900000006","0.0161544100000001","0.000228009999999956","0.011236","3.60000000000027e-05","3.60000000000027e-05","0.00330625000000011","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_LIBERTYSHIP_2016-03-10_R_T1",18,"3/10/2016","1:09:49 PM",35.7383,13.558,14.3185,NA,"AR-370_LIBERTYSHIP_2016-03-10_R_T1_final.csv",140,4.375,0.54025853,"0.00073984000000003","9.00000000000068e-06","0.00881720999999993","0.011881","0.00235225000000006","0.000585640000000021","0.01324801","0.0277222500000003","0.00998000999999997","0.00178928999999993","0.0177422400000001","0.000449440000000014","0.000449440000000014","0.000918090000000027","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_LIBERTYSHIP_2016-03-10_R_T1",19,"3/10/2016","1:09:50 PM",35.7161,13.558,14.3034,NA,"AR-370_LIBERTYSHIP_2016-03-10_R_T1_final.csv",150,4.6875,0.584486585000001,"0.00022801000000001","0.00178929000000008","0.000327610000000016","0.00620943999999989","0.00881720999999993","0.00111556000000002","8.2810000000002e-05","0.00999999999999993","0.0229219600000002","0.00719103999999992","0.00329475999999994","0.0219928900000002","0.00131769000000005","0.00131769000000005","0.000231040000000003","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_LIBERTYSHIP_2016-03-10_R_T1",20,"3/10/2016","1:09:51 PM",35.6761,13.558,14.2761,25,"AR-370_LIBERTYSHIP_2016-03-10_R_T1_final.csv",160,5,0.585008875,"0.000745290000000018","0.00179776000000006","0.00484416000000017","0.00206116000000007","0.0026522499999999","0.00443555999999991","3.72099999999999e-05","0.000331240000000008","0.0052852899999999","0.0154008100000001","0.00330624999999991","0.00717408999999996","0.0308353600000004","0.00404496000000013","0.00404496000000013","0.000146410000000005","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_LIBERTYSHIP_2016-03-10_R_T1",23,"3/10/2016","1:09:54 PM",35.3379,13.558,14.046,NA,"AR-370_LIBERTYSHIP_2016-03-10_R_T1_final.csv",170,5.3125,0.50609604,"0.0529460100000001","0.0662547600000003","0.0742562500000005","0.0898200900000009","0.0759002500000005","0.0318979600000004","0.0267322500000003","0.0501760000000001","0.0616528900000002","0.0247747600000003","0.011236","0.0297907600000003","0.09909904","0.164592490000001","0.0862596900000007","0.0862596900000007","0.0586608400000002","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_LIBERTYSHIP_2016-03-10_R_T1",24,"3/10/2016","1:09:55 PM",35.4491,13.558,14.1217,NA,"AR-370_LIBERTYSHIP_2016-03-10_R_T1_final.csv",180,5.625,0.43024442,"0.00573049000000018","0.0238393599999997","0.0330148899999997","0.0387302399999999","0.0501760000000001","0.0399200399999999","0.01058841","0.00770883999999994","0.0219928899999997","0.0297907599999997","0.00667488999999994","0.000918089999999919","0.00938960999999995","0.0571688099999994","0.1089","0.047524","0.047524","0.0277222499999997","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_LIBERTYSHIP_2016-03-10_R_T1",25,"3/10/2016","1:09:56 PM",35.6538,13.558,14.261,NA,"AR-370_LIBERTYSHIP_2016-03-10_R_T1_final.csv",190,5.9375,0.35908427,"0.0194044899999996","0.0462249999999999","0.00022801000000001","0.00179776000000006","0.00330625000000011","0.00717409000000026","0.00366025000000013","0.0013249599999999","0.0026522499999999","8.10000000000061e-05","0.00110889000000004","0.00331775999999988","0.011881","0.00179775999999991","0.00996004000000002","0.0363664900000005","0.00619369000000021","0.00619369000000021","0.00073984000000003","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_LIBERTYSHIP_2016-03-10_R_T1",26,"3/10/2016","1:09:57 PM",35.6716,13.558,14.2731,NA,"AR-370_LIBERTYSHIP_2016-03-10_R_T1_final.csv",200,6.25,0.31397984,"0.000146410000000005","0.0229219599999997","0.05157441","9.00000000000068e-06","0.000918090000000027","0.00206116000000007","0.00527076000000019","0.00234256000000009","0.00235224999999989","0.0040449599999999","9.60999999999926e-06","0.000449440000000014","0.00485808999999989","0.0146652100000001","0.0029702499999999","0.00769128999999998","0.0318979600000004","0.00443556000000015","0.00443556000000015","0.00022801000000001","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_LIBERTYSHIP_2016-03-10_R_T1",27,"3/10/2016","1:09:58 PM",35.6983,13.558,14.2913,NA,"AR-370_LIBERTYSHIP_2016-03-10_R_T1_final.csv",210,6.5625,0.33094417,"0.000331240000000008","0.000918090000000027","0.0287641599999997","0.0601720900000001","0.000231040000000003","0.000146410000000005","0.00073984000000003","0.00295936000000012","0.00091204000000004","0.00444888999999988","0.00669123999999991","0.000453690000000004","9.00000000000068e-06","0.0077264099999999","0.0194044900000001","0.0052852899999999","0.00483024999999995","0.0257281600000003","0.00234256000000009","0.00234256000000009","9.60999999999926e-06","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_LIBERTYSHIP_2016-03-10_R_T1",28,"3/10/2016","1:09:59 PM",35.6271,13.558,14.2428,NA,"AR-370_LIBERTYSHIP_2016-03-10_R_T1_final.csv",220,6.875,0.41223953,"0.00235224999999989","0.000918089999999919","0.000331239999999943","0.0146652100000001","0.0387302400000006","0.00110888999999992","0.00367235999999989","0.00573048999999991","0.01058841","0.00619368999999993","0.000331240000000008","0.00110889000000004","0.000739839999999934","0.0026522499999999","0.00155236000000004","0.00824464000000028","0.000585640000000021","0.0139239999999997","0.0436392099999999","0.00938960999999995","0.00938960999999995","0.00206115999999991","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_LIBERTYSHIP_2016-03-10_R_T1",29,"3/10/2016","1:10:00 PM",35.6627,13.558,14.267,NA,"AR-370_LIBERTYSHIP_2016-03-10_R_T1_final.csv",230,7.1875,0.465988584999999,"0.000585639999999936","0.00059049000000001","3.72099999999999e-05","3.60000000000027e-05","0.0211120899999997","0.048841","8.2810000000002e-05","0.00132496000000003","0.00265225000000008","0.00619369000000021","0.0029702500000001","0.00179775999999991","0.00330624999999991","9.00000000000068e-06","0.000745290000000018","0.0040449599999999","0.013225","0.00234255999999991","0.00879843999999998","0.0341140900000004","0.00528529000000016","0.00528529000000016","0.000449440000000014","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_LIBERTYSHIP_2016-03-10_R_T1",30,"3/10/2016","1:10:01 PM",35.6271,13.558,14.2428,NA,"AR-370_LIBERTYSHIP_2016-03-10_R_T1_final.csv",240,7.5,0.481491499999999,"0.000585639999999936","0","0.00235224999999989","0.000918089999999919","0.000331239999999943","0.0146652100000001","0.0387302400000006","0.00110888999999992","0.00367235999999989","0.00573048999999991","0.01058841","0.00619368999999993","0.000331240000000008","0.00110889000000004","0.000739839999999934","0.0026522499999999","0.00155236000000004","0.00824464000000028","0.000585640000000021","0.0139239999999997","0.0436392099999999","0.00938960999999995","0.00938960999999995","0.00206115999999991","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
