OBJECTID,IN_FID,NEAR_FID,NEAR_DIST,NEAR_RANK,FROM_X,FROM_Y,NEAR_X,NEAR_Y
731,25,12,25973.41835,6,2387869.067,182436.3484,2379732.846,157770.1696
732,25,10,27325.021,7,2387869.067,182436.3484,2377532.441,157141.8639
733,25,26,27652.21543,8,2387869.067,182436.3484,2376097.123,157415.0303
734,25,27,27736.28813,9,2387869.067,182436.3484,2376220.008,157264.914
735,25,23,28276.07513,10,2387869.067,182436.3484,2375431.213,157042.7226
736,25,13,50471.15275,11,2387869.067,182436.3484,2379004.762,132749.7167
737,25,28,50471.15275,11,2387869.067,182436.3484,2379004.762,132749.7167
738,25,14,51137.65583,12,2387869.067,182436.3484,2377809.497,132297.8911
739,25,15,51617.5309,13,2387869.067,182436.3484,2378943.616,131596.3461
740,25,16,52627.35282,14,2387869.067,182436.3484,2378096.736,130724.2625
741,25,17,52650.6891,15,2387869.067,182436.3484,2379351.32,130479.2213
742,25,18,87798.01258,16,2387869.067,182436.3484,2345519.887,105527.0643
743,25,29,89761.01124,17,2387869.067,182436.3484,2343461.743,104429.7542
744,25,19,90389.18147,18,2387869.067,182436.3484,2342097.36,104493.0675
745,25,20,91016.09255,19,2387869.067,182436.3484,2342131.096,103747.2949
746,25,4,244095.3233,20,2387869.067,182436.3484,2590076.669,319164.5906
747,25,7,247628.5424,21,2387869.067,182436.3484,2609853.305,292176.4644
748,25,6,247786.6033,22,2387869.067,182436.3484,2609264.738,293711.4921
749,25,8,248365.7862,23,2387869.067,182436.3484,2610221.152,293093.9902
750,25,5,248795.5442,24,2387869.067,182436.3484,2610561.839,293373.953
751,25,3,282910.3531,25,2387869.067,182436.3484,2644816.1,300827.6066
752,25,2,283738.5328,26,2387869.067,182436.3484,2645977.308,300282.3944
753,25,0,285277.0877,27,2387869.067,182436.3484,2646678.523,302439.1905
754,25,1,285657.1646,28,2387869.067,182436.3484,2646842.293,302988.7598
755,26,27,193.9991805,1,2376097.123,157415.0303,2376220.008,157264.914
756,26,23,762.9210139,2,2376097.123,157415.0303,2375431.213,157042.7226
757,26,10,1461.081353,3,2376097.123,157415.0303,2377532.441,157141.8639
758,26,11,3488.830171,4,2376097.123,157415.0303,2379463.585,158330.9259
759,26,12,3653.027107,5,2376097.123,157415.0303,2379732.846,157770.1696
760,26,13,24836.104,6,2376097.123,157415.0303,2379004.762,132749.7167
761,26,28,24836.104,6,2376097.123,157415.0303,2379004.762,132749.7167
762,26,14,25175.44255,7,2376097.123,157415.0303,2377809.497,132297.8911
763,26,15,25975.12228,8,2376097.123,157415.0303,2378943.616,131596.3461
764,26,16,26765.56639,9,2376097.123,157415.0303,2378096.736,130724.2625
765,26,17,27131.67171,10,2376097.123,157415.0303,2379351.32,130479.2213
766,26,24,27477.46579,11,2376097.123,157415.0303,2387820.893,182265.8719
767,26,25,27652.21543,12,2376097.123,157415.0303,2387869.067,182436.3484
768,26,21,28614.97379,13,2376097.123,157415.0303,2388412.754,183244.1214
769,26,22,29069.80286,14,2376097.123,157415.0303,2388710.32,183605.8815
770,26,9,29698.20856,15,2376097.123,157415.0303,2388731.659,184291.6388
771,26,18,60227.30595,16,2376097.123,157415.0303,2345519.887,105527.0643
772,26,29,62229.4746,17,2376097.123,157415.0303,2343461.743,104429.7542
773,26,19,62902.44823,18,2376097.123,157415.0303,2342097.36,104493.0675
774,26,20,63513.12312,19,2376097.123,157415.0303,2342131.096,103747.2949
775,26,4,268235.2822,20,2376097.123,157415.0303,2590076.669,319164.5906
776,26,7,269819.5632,21,2376097.123,157415.0303,2609853.305,292176.4644
777,26,6,270081.214,22,2376097.123,157415.0303,2609264.738,293711.4921
778,26,8,270597.194,23,2376097.123,157415.0303,2610221.152,293093.9902
779,26,5,271032.3443,24,2376097.123,157415.0303,2610561.839,293373.953
780,26,3,304593.2627,25,2376097.123,157415.0303,2644816.1,300827.6066
781,26,2,305362.7323,26,2376097.123,157415.0303,2645977.308,300282.3944
782,26,0,306995.6044,27,2376097.123,157415.0303,2646678.523,302439.1905
783,26,1,307399.8336,28,2376097.123,157415.0303,2646842.293,302988.7598
784,27,26,193.9991805,1,2376220.008,157264.914,2376097.123,157415.0303
785,27,23,819.4912696,2,2376220.008,157264.914,2375431.213,157042.7226
786,27,10,1318.189022,3,2376220.008,157264.914,2377532.441,157141.8639
787,27,11,3414.26083,4,2376220.008,157264.914,2379463.585,158330.9259
788,27,12,3548.987811,5,2376220.008,157264.914,2379732.846,157770.1696
789,27,13,24672.85454,6,2376220.008,157264.914,2379004.762,132749.7167
790,27,28,24672.85454,6,2376220.008,157264.914,2379004.762,132749.7167
791,27,14,25017.56792,7,2376220.008,157264.914,2377809.497,132297.8911
792,27,15,25812.65999,8,2376220.008,157264.914,2378943.616,131596.3461
793,27,16,26606.92188,9,2376220.008,157264.914,2378096.736,130724.2625
794,27,17,26968.10058,10,2376220.008,157264.914,2379351.32,130479.2213
795,27,24,27561.3578,11,2376220.008,157264.914,2387820.893,182265.8719
796,27,25,27736.28813,12,2376220.008,157264.914,2387869.067,182436.3484
797,27,21,28698.12334,13,2376220.008,157264.914,2388412.754,183244.1214
798,27,22,29152.26365,14,2376220.008,157264.914,2388710.32,183605.8815
799,27,9,29782.29796,15,2376220.008,157264.914,2388731.659,184291.6388
800,27,18,60160.63935,16,2376220.008,157264.914,2345519.887,105527.0643
801,27,29,62166.37384,17,2376220.008,157264.914,2343461.743,104429.7542
802,27,19,62842.8425,18,2376220.008,157264.914,2342097.36,104493.0675
803,27,20,63452.26137,19,2376220.008,157264.914,2342131.096,103747.2949
804,27,4,268227.8452,20,2376220.008,157264.914,2590076.669,319164.5906
805,27,7,269788.1461,21,2376220.008,157264.914,2609853.305,292176.4644
806,27,6,270050.9485,22,2376220.008,157264.914,2609264.738,293711.4921
807,27,8,270566.2093,23,2376220.008,157264.914,2610221.152,293093.9902
808,27,5,271001.4099,24,2376220.008,157264.914,2610561.839,293373.953
809,27,3,304555.5899,25,2376220.008,157264.914,2644816.1,300827.6066
810,27,2,305324.419,26,2376220.008,157264.914,2645977.308,300282.3944
811,27,0,306958.269,27,2376220.008,157264.914,2646678.523,302439.1905
812,27,1,307362.7502,28,2376220.008,157264.914,2646842.293,302988.7598
813,28,13,0,1,2379004.762,132749.7167,2379004.762,132749.7167
814,28,15,1154.990287,2,2379004.762,132749.7167,2378943.616,131596.3461
815,28,14,1277.812829,3,2379004.762,132749.7167,2377809.497,132297.8911
816,28,16,2219.679116,4,2379004.762,132749.7167,2378096.736,130724.2625
817,28,17,2296.791687,5,2379004.762,132749.7167,2379351.32,130479.2213
818,28,10,24436.54172,6,2379004.762,132749.7167,2377532.441,157141.8639
819,28,23,24554.43719,7,2379004.762,132749.7167,2375431.213,157042.7226
820,28,27,24672.85454,8,2379004.762,132749.7167,2376220.008,157264.914
821,28,26,24836.104,9,2379004.762,132749.7167,2376097.123,157415.0303
822,28,12,25031.04411,10,2379004.762,132749.7167,2379732.846,157770.1696
823,28,11,25585.32356,11,2379004.762,132749.7167,2379463.585,158330.9259
824,28,18,43154.48618,12,2379004.762,132749.7167,2345519.887,105527.0643
825,28,29,45445.86325,13,2379004.762,132749.7167,2343461.743,104429.7542
826,28,19,46482.19575,14,2379004.762,132749.7167,2342097.36,104493.0675
827,28,20,46912.76715,15,2379004.762,132749.7167,2342131.096,103747.2949
828,28,24,50294.8685,16,2379004.762,132749.7167,2387820.893,182265.8719
829,28,25,50471.15275,17,2379004.762,132749.7167,2387869.067,182436.3484
830,28,21,51363.36456,18,2379004.762,132749.7167,2388412.754,183244.1214
831,28,22,51774.00271,19,2379004.762,132749.7167,2388710.32,183605.8815
832,28,9,52451.71357,20,2379004.762,132749.7167,2388731.659,184291.6388
833,28,7,280549.3495,21,2379004.762,132749.7167,2609853.305,292176.4644
834,28,6,280941.8971,22,2379004.762,132749.7167,2609264.738,293711.4921
835,28,8,281373.9598,23,2379004.762,132749.7167,2610221.152,293093.9902
836,28,4,281605.851,24,2379004.762,132749.7167,2590076.669,319164.5906
837,28,5,281813.4579,25,2379004.762,132749.7167,2610561.839,293373.953
838,28,3,314492.9958,26,2379004.762,132749.7167,2644816.1,300827.6066
839,28,2,315184.9276,27,2379004.762,132749.7167,2645977.308,300282.3944
840,28,0,316928.6351,28,2379004.762,132749.7167,2646678.523,302439.1905
841,28,1,317361.4258,29,2379004.762,132749.7167,2646842.293,302988.7598
842,29,19,1365.850756,1,2343461.743,104429.7542,2342097.36,104493.0675
843,29,20,1495.450427,2,2343461.743,104429.7542,2342131.096,103747.2949
844,29,18,2332.390522,3,2343461.743,104429.7542,2345519.887,105527.0643
845,29,16,43485.44519,4,2343461.743,104429.7542,2378096.736,130724.2625
846,29,14,44231.22478,5,2343461.743,104429.7542,2377809.497,132297.8911
847,29,17,44346.77534,6,2343461.743,104429.7542,2379351.32,130479.2213
848,29,15,44687.66087,7,2343461.743,104429.7542,2378943.616,131596.3461
849,29,13,45445.86325,8,2343461.743,104429.7542,2379004.762,132749.7167
850,29,28,45445.86325,8,2343461.743,104429.7542,2379004.762,132749.7167
851,29,23,61564.36863,9,2343461.743,104429.7542,2375431.213,157042.7226
852,29,27,62166.37384,10,2343461.743,104429.7542,2376220.008,157264.914
853,29,26,62229.4746,11,2343461.743,104429.7542,2376097.123,157415.0303
854,29,10,62764.47232,12,2343461.743,104429.7542,2377532.441,157141.8639
855,29,12,64504.2079,13,2343461.743,104429.7542,2379732.846,157770.1696
856,29,11,64818.73944,14,2343461.743,104429.7542,2379463.585,158330.9259
857,29,24,89589.03651,15,2343461.743,104429.7542,2387820.893,182265.8719
858,29,25,89761.01124,16,2343461.743,104429.7542,2387869.067,182436.3484
859,29,21,90732.01148,17,2343461.743,104429.7542,2388412.754,183244.1214
860,29,22,91193.71087,18,2343461.743,104429.7542,2388710.32,183605.8815
861,29,9,91800.25018,19,2343461.743,104429.7542,2388731.659,184291.6388
862,29,7,325903.8069,20,2343461.743,104429.7542,2609853.305,292176.4644
863,29,6,326310.9075,21,2343461.743,104429.7542,2609264.738,293711.4921
864,29,8,326733.4946,22,2343461.743,104429.7542,2610221.152,293093.9902
865,29,4,327001.4862,23,2343461.743,104429.7542,2590076.669,319164.5906
866,29,5,327173.3049,24,2343461.743,104429.7542,2610561.839,293373.953
867,29,3,359703.4402,25,2343461.743,104429.7542,2644816.1,300827.6066
868,29,2,360380.2492,26,2343461.743,104429.7542,2645977.308,300282.3944
869,29,0,362143.8285,27,2343461.743,104429.7542,2646678.523,302439.1905
870,29,1,362581.6276,28,2343461.743,104429.7542,2646842.293,302988.7598
