"ID","Site","Subsite","Date","Transect_Type","Transect_Number","Temp_avg","Temp_max","Temp_min"
"AR-345_RB1_2015-10-15_S","AR-345","RB1","2015-10-15","S","","23.9710337078652","24.062","23.966"
"AR-345_RB1_2016-04-21_R_T1","AR-345","RB1","2016-04-21","R","T1","16.523","16.523","16.523"
"AR-345_RB1_2016-04-21_R_T2","AR-345","RB1","2016-04-21","R","T2","16.523","16.523","16.523"
"AR-345_RB1_2016-04-21_R_T3","AR-345","RB1","2016-04-21","R","T3","16.523","16.523","16.523"
"AR-345_RB1_2016-04-21_S","AR-345","RB1","2016-04-21","S","","16.523","16.523","16.523"
"AR-345_RB2_2015-10-15_R_T1","AR-345","RB2","2015-10-15","R","T1","23.966","23.966","23.966"
"AR-345_RB2_2015-10-15_R_T2","AR-345","RB2","2015-10-15","R","T2","23.966","23.966","23.966"
"AR-345_RB2_2015-10-15_R_T3","AR-345","RB2","2015-10-15","R","T3","23.966","23.966","23.966"
"AR-345_RB2_2015-10-15_S","AR-345","RB2","2015-10-15","S","","23.966","23.966","23.966"
"AR-345_RB2_2016-04-21_R_T1","AR-345","RB2","2016-04-21","R","T1","16.523","16.523","16.523"
"AR-345_RB2_2016-04-21_R_T2","AR-345","RB2","2016-04-21","R","T2","16.523","16.523","16.523"
"AR-345_RB2_2016-04-21_R_T3","AR-345","RB2","2016-04-21","R","T3","16.523","16.523","16.523"
"AR-345_RB2_2016-04-21_S","AR-345","RB2","2016-04-21","S","","16.523","16.523","16.523"
"AR-345_TITAN_2015-08-10_R_T1","AR-345","TITAN","2015-08-10","R","T1","26.195","26.195","26.195"
"AR-345_TITAN_2015-08-10_R_T2","AR-345","TITAN","2015-08-10","R","T2","26.195","26.195","26.195"
"AR-345_TITAN_2015-08-10_R_T3","AR-345","TITAN","2015-08-10","R","T3","26.195","26.195","26.195"
"AR-345_TITAN_2015-08-10_S","AR-345","TITAN","2015-08-10","S","","26.2157173913043","26.39","26.195"
"AR-345_TITAN_2015-10-15_R_T1","AR-345","TITAN","2015-10-15","R","T1","23.966","23.966","23.966"
"AR-345_TITAN_2015-10-15_R_T2","AR-345","TITAN","2015-10-15","R","T2","23.966","23.966","23.966"
"AR-345_TITAN_2015-10-15_R_T3","AR-345","TITAN","2015-10-15","R","T3","23.966","23.966","23.966"
"AR-345_TITAN_2015-10-15_S","AR-345","TITAN","2015-10-15","S","","23.966","23.966","23.966"
"AR-345_TITAN_2016-01-27_R","AR-345","TITAN","2016-01-27","R","","12.787","12.787","12.787"
"AR-345_TITAN_2016-01-27_S","AR-345","TITAN","2016-01-27","S","","12.787","12.787","12.787"
"AR-345_TITAN_2016-04-21_R_T1","AR-345","TITAN","2016-04-21","R","T1","16.523","16.523","16.523"
"AR-345_TITAN_2016-04-21_R_T2","AR-345","TITAN","2016-04-21","R","T2","16.5266893203883","16.618","16.523"
"AR-345_TITAN_2016-04-21_R_T3","AR-345","TITAN","2016-04-21","R","T3","16.5270598290598","16.618","16.523"
"AR-345_TITAN_2016-04-21_S","AR-345","TITAN","2016-04-21","S","","16.618","16.618","16.618"
"AR-364_BARGE_2015-10-15_S","AR-364","BARGE","2015-10-15","S","","26.2957511961723","26.39","26.292"
"AR-364_BARGE_2015-12-10_R_T1","AR-364","BARGE","2015-12-10","R","T1","16.141","16.141","16.141"
"AR-364_BARGE_2015-12-10_R_T2","AR-364","BARGE","2015-12-10","R","T2","16.141","16.141","16.141"
"AR-364_BARGE_2015-12-10_R_T3","AR-364","BARGE","2015-12-10","R","T3","16.141","16.141","16.141"
"AR-364_BARGE_2015-12-10_S","AR-364","BARGE","2015-12-10","S","","16.141","16.141","16.141"
"AR-364_BARGE_2016-03-09_R_T1","AR-364","BARGE","2016-03-09","R","T1","12.9528037383178","12.98","12.883"
"AR-364_BARGE_2016-03-09_R_T2","AR-364","BARGE","2016-03-09","R","T2","12.98","12.98","12.98"
"AR-364_BARGE_2016-03-09_R_T3","AR-364","BARGE","2016-03-09","R","T3","12.98","12.98","12.98"
"AR-364_BARGE_2016-03-09_S","AR-364","BARGE","2016-03-09","S","","12.98","12.98","12.98"
"AR-364_DOMES_2015-09-21_S","AR-364","DOMES","2015-09-21","S","","26.292","26.292","26.292"
"AR-364_DOMES_2015-12-10_R_T1","AR-364","DOMES","2015-12-10","R","T1","16.046","16.046","16.046"
"AR-364_DOMES_2015-12-10_R_T2","AR-364","DOMES","2015-12-10","R","T2","16.046","16.046","16.046"
"AR-364_DOMES_2015-12-10_R_T3","AR-364","DOMES","2015-12-10","R","T3","16.046","16.046","16.046"
"AR-364_DOMES_2015-12-10_S","AR-364","DOMES","2015-12-10","S","","16.046","16.046","16.046"
"AR-364_PIPES_2015-12-10_R_T1","AR-364","PIPES","2015-12-10","R","T1","16.1363278688525","16.141","16.046"
"AR-364_PIPES_2015-12-10_R_T2","AR-364","PIPES","2015-12-10","R","T2","16.141","16.141","16.141"
"AR-364_PIPES_2015-12-10_R_T3","AR-364","PIPES","2015-12-10","R","T3","16.141","16.141","16.141"
"AR-364_PIPES_2015-12-10_S","AR-364","PIPES","2015-12-10","S","","16.0926257668712","16.141","16.046"
"AR-364_PODS_2015-09-21_S","AR-364","PODS","2015-09-21","S","","26.292","26.292","26.292"
"AR-364_PODS_2015-12-10_S","AR-364","PODS","2015-12-10","S","","16.141","16.141","16.141"
"AR-364_TUGBOAT_2015-09-21_S","AR-364","TUGBOAT","2015-09-21","S","","26.3891301775148","26.39","26.292"
"AR-364_TUGBOAT_2015-12-10_R_T1","AR-364","TUGBOAT","2015-12-10","R","T1","16.141","16.141","16.141"
"AR-364_TUGBOAT_2015-12-10_R_T2","AR-364","TUGBOAT","2015-12-10","R","T2","16.141","16.141","16.141"
"AR-364_TUGBOAT_2015-12-10_R_T3","AR-364","TUGBOAT","2015-12-10","R","T3","16.1417868852459","16.237","16.141"
"AR-364_TUGBOAT_2015-12-10_S","AR-364","TUGBOAT","2015-12-10","S","","16.141","16.141","16.141"
"AR-364_TUGBOAT_2016-03-09_R_T1","AR-364","TUGBOAT","2016-03-09","R","T1","12.883","12.883","12.883"
"AR-364_TUGBOAT_2016-03-09_R_T2","AR-364","TUGBOAT","2016-03-09","R","T2","12.883","12.883","12.883"
"AR-364_TUGBOAT_2016-03-09_R_T3","AR-364","TUGBOAT","2016-03-09","R","T3","12.883","12.883","12.883"
"AR-364_TUGBOAT_2016-03-09_S","AR-364","TUGBOAT","2016-03-09","S","","12.98","12.98","12.98"
"AR-370_BARGE_2015-09-09_R_T1","AR-370","BARGE","2015-09-09","R","T1","27.6664887218045","27.764","27.665"
"AR-370_BARGE_2015-09-09_R_T2","AR-370","BARGE","2015-09-09","R","T2","27.665","27.665","27.665"
"AR-370_BARGE_2015-09-09_R_T3","AR-370","BARGE","2015-09-09","R","T3","27.665","27.665","27.665"
"AR-370_LIBERTYSHIP_2015-09-03_R_T3","AR-370","LIBERTYSHIP","2015-09-03","R","T3","27.665","27.665","27.665"
"AR-370_LIBERTYSHIP_2015-09-03_S","AR-370","LIBERTYSHIP","2015-09-03","S","","27.665","27.665","27.665"
"AR-370_LIBERTYSHIP_2015-12-09_R_T1","AR-370","LIBERTYSHIP","2015-12-09","R","T1","16.427","16.427","16.427"
"AR-370_LIBERTYSHIP_2015-12-09_R_T2","AR-370","LIBERTYSHIP","2015-12-09","R","T2","16.427","16.427","16.427"
"AR-370_LIBERTYSHIP_2015-12-09_R_T3","AR-370","LIBERTYSHIP","2015-12-09","R","T3","16.427","16.427","16.427"
"AR-370_LIBERTYSHIP_2015-12-09_S","AR-370","LIBERTYSHIP","2015-12-09","S","","16.427","16.427","16.427"
"AR-370_LIBERTYSHIP_2016-03-10_R_T1","AR-370","LIBERTYSHIP","2016-03-10","R","T1","13.558","13.558","13.558"
"AR-370_LIBERTYSHIP_2016-03-10_R_T2","AR-370","LIBERTYSHIP","2016-03-10","R","T2","13.558","13.558","13.558"
"AR-370_LIBERTYSHIP_2016-03-10_R_T3","AR-370","LIBERTYSHIP","2016-03-10","R","T3","13.558","13.558","13.558"
"AR-370_LIBERTYSHIP_2016-03-10_S","AR-370","LIBERTYSHIP","2016-03-10","S","","13.461","13.461","13.461"
"AR-370_NR1_2015-09-09_R_T1","AR-370","NR1","2015-09-09","R","T1","27.665","27.665","27.665"
"AR-370_NR1_2015-09-09_R_T2","AR-370","NR1","2015-09-09","R","T2","27.665","27.665","27.665"
"AR-370_NR1_2015-09-09_R_T3","AR-370","NR1","2015-09-09","R","T3","27.665","27.665","27.665"
"AR-370_NR1_2015-12-08_R_T1","AR-370","NR1","2015-12-08","R","T1","16.332","16.332","16.332"
"AR-370_NR1_2015-12-08_R_T2","AR-370","NR1","2015-12-08","R","T2","16.332","16.332","16.332"
"AR-370_NR1_2015-12-08_R_T3","AR-370","NR1","2015-12-08","R","T3","16.2896890756303","16.332","16.237"
"AR-370_NR1_2015-12-08_S","AR-370","NR1","2015-12-08","S","","16.332","16.332","16.332"
"AR-370_NR1_2016-03-10_R_T1","AR-370","NR1","2016-03-10","R","T1","13.558","13.558","13.558"
"AR-370_NR1_2016-03-10_R_T2","AR-370","NR1","2016-03-10","R","T2","13.558","13.558","13.558"
"AR-370_NR1_2016-03-10_S","AR-370","NR1","2016-03-10","S","","13.5569398907104","13.558","13.461"
"AR-370_NR2_2015-09-02_R_T2","AR-370","NR2","2015-09-02","R","T2","27.665","27.665","27.665"
"AR-370_NR2_2015-09-02_R_T3","AR-370","NR2","2015-09-02","R","T3","27.665","27.665","27.665"
"AR-370_NR2_2015-09-02_S","AR-370","NR2","2015-09-02","S","","27.665","27.665","27.665"
"AR-370_NR2_2015-09-09_R_T1","AR-370","NR2","2015-09-09","R","T1","27.665","27.665","27.665"
"AR-370_NR2_2015-09-09_R_T2","AR-370","NR2","2015-09-09","R","T2","27.665","27.665","27.665"
"AR-370_NR2_2015-09-09_R_T3","AR-370","NR2","2015-09-09","R","T3","27.665","27.665","27.665"
"AR-370_NR2_2015-12-08_S","AR-370","NR2","2015-12-08","S","","16.332","16.332","16.332"
"AR-370_NR2_2016-03-11_R_T1","AR-370","NR2","2016-03-11","R","T1","13.942","13.942","13.942"
"AR-370_NR2_2016-03-11_R_T2","AR-370","NR2","2016-03-11","R","T2","13.942","13.942","13.942"
"AR-370_NR2_2016-03-11_R_T3","AR-370","NR2","2016-03-11","R","T3","13.942","13.942","13.942"
"AR-370_NR2_2016-03-11_S","AR-370","NR2","2016-03-11","S","","13.942","13.942","13.942"
"AR-370_PIPES_2015-09-03_R_T1","AR-370","PIPES","2015-09-03","R","T1","27.567","27.567","27.567"
"AR-370_PIPES_2015-09-03_R_T2","AR-370","PIPES","2015-09-03","R","T2","27.567","27.567","27.567"
"AR-370_PIPES_2015-09-03_S","AR-370","PIPES","2015-09-03","S","","27.567","27.567","27.567"
"AR-370_PIPES_2015-12-08_R_T1","AR-370","PIPES","2015-12-08","R","T1","16.141","16.141","16.141"
"AR-370_PIPES_2015-12-08_R_T2","AR-370","PIPES","2015-12-08","R","T2","16.141","16.141","16.141"
"AR-370_PIPES_2015-12-08_R_T3","AR-370","PIPES","2015-12-08","R","T3","16.0962941176471","16.141","16.046"
"AR-370_PIPES_2015-12-08_S","AR-370","PIPES","2015-12-08","S","","16.141","16.141","16.141"
"AR-370_PIPES_2016-03-11_R_T1","AR-370","PIPES","2016-03-11","R","T1","13.942","13.942","13.942"
"AR-370_PIPES_2016-03-11_R_T2","AR-370","PIPES","2016-03-11","R","T2","13.942","13.942","13.942"
"AR-370_PIPES_2016-03-11_R_T3","AR-370","PIPES","2016-03-11","R","T3","13.942","13.942","13.942"
"AR-370_PIPES_2016-03-11_S","AR-370","PIPES","2016-03-11","S","","13.942","13.942","13.942"
"AR-370_PODS_2015-09-15_R_T3","AR-370","PODS","2015-09-15","R","T3","27.075","27.075","27.075"
"AR-370_PODS_2015-09-15_R_T2","AR-370","PODS","2015-09-15","R","T2","27.075","27.075","27.075"
"AR-370_PODS_2015-09-15_R_T1","AR-370","PODS","2015-09-15","R","T1","27.075","27.075","27.075"
"AR-370_PODS_2015-09-15_S","AR-370","PODS","2015-09-15","S","","27.075","27.075","27.075"
"AR-370_PODS_2015-12-08_R_T1","AR-370","PODS","2015-12-08","R","T1","16.3511532258065","16.427","16.332"
"AR-370_PODS_2015-12-08_R_T2","AR-370","PODS","2015-12-08","R","T2","16.332","16.332","16.332"
"AR-370_PODS_2015-12-08_R_T3","AR-370","PODS","2015-12-08","R","T3","16.332","16.332","16.332"
"AR-370_PODS_2015-12-08_S","AR-370","PODS","2015-12-08","S","","16.427","16.427","16.427"
"AR-372_NR1_2015-09-02_R_T1","AR-372","NR1","2015-09-02","R","T1","27.665","27.665","27.665"
"AR-372_NR1_2015-09-02_R_T2","AR-372","NR1","2015-09-02","R","T2","27.665","27.665","27.665"
"AR-372_NR1_2015-09-02_R_T3","AR-372","NR1","2015-09-02","R","T3","27.665","27.665","27.665"
"AR-372_NR1_2015-09-02_S","AR-372","NR1","2015-09-02","S","","27.665","27.665","27.665"
"AR-372_NR1_2015-12-03_R_T1","AR-372","NR1","2015-12-03","R","T1","18.331","18.331","18.331"
"AR-372_NR1_2015-12-03_R_T2","AR-372","NR1","2015-12-03","R","T2","18.331","18.331","18.331"
"AR-372_NR1_2015-12-03_R_T3","AR-372","NR1","2015-12-03","R","T3","18.331","18.331","18.331"
"AR-372_NR1_2015-12-03_S","AR-372","NR1","2015-12-03","S","","18.331","18.331","18.331"
"AR-372_NR1_2016-03-17_S","AR-372","NR1","2016-03-17","S","","14.3599090909091","14.421","14.325"
"AR-372_NR2_2015-09-02_R_T1","AR-372","NR2","2015-09-02","R","T1","27.665","27.665","27.665"
"AR-372_NR2_2015-12-09_R_T1","AR-372","NR2","2015-12-09","R","T1","17.09324","17.094","16.999"
"AR-372_NR2_2015-12-09_R_T2","AR-372","NR2","2015-12-09","R","T2","17.094","17.094","17.094"
"AR-372_NR2_2015-12-09_R_T3","AR-372","NR2","2015-12-09","R","T3","17.0646363636364","17.094","16.999"
"AR-372_NR2_2015-12-09_S","AR-372","NR2","2015-12-09","S","","17.0611428571429","17.094","16.999"
"AR-372_PODS_2015-09-02_R_T1","AR-372","PODS","2015-09-02","R","T1","27.665","27.665","27.665"
"AR-372_PODS_2015-09-02_R_T2","AR-372","PODS","2015-09-02","R","T2","27.665","27.665","27.665"
"AR-372_PODS_2015-09-02_R_T3","AR-372","PODS","2015-09-02","R","T3","27.665","27.665","27.665"
"AR-372_PODS_2015-09-02_S","AR-372","PODS","2015-09-02","S","","27.665","27.665","27.665"
"AR-372_PODS_2015-12-09_R_T1","AR-372","PODS","2015-12-09","R","T1","16.999","16.999","16.999"
"AR-372_PODS_2015-12-09_R_T2","AR-372","PODS","2015-12-09","R","T2","16.999","16.999","16.999"
"AR-372_PODS_2015-12-09_R_T3","AR-372","PODS","2015-12-09","R","T3","16.999","16.999","16.999"
"AR-372_PODS_2015-12-09_S","AR-372","PODS","2015-12-09","S","","16.999","16.999","16.999"
"AR-372_RB1_2015-09-02_R_T1","AR-372","RB1","2015-09-02","R","T1","27.665","27.665","27.665"
"AR-372_RB1_2015-09-02_R_T2","AR-372","RB1","2015-09-02","R","T2","27.665","27.665","27.665"
"AR-372_RB1_2015-09-02_R_T3","AR-372","RB1","2015-09-02","R","T3","27.665","27.665","27.665"
"AR-372_RB1_2015-09-02_S","AR-372","RB1","2015-09-02","S","","27.665","27.665","27.665"
"AR-372_RB1_2015-12-09_R_T1","AR-372","RB1","2015-12-09","R","T1","17.0051510791367","17.094","16.999"
"AR-372_RB1_2015-12-09_R_T2","AR-372","RB1","2015-12-09","R","T2","16.999","16.999","16.999"
"AR-372_RB1_2015-12-09_R_T3","AR-372","RB1","2015-12-09","R","T3","16.999","16.999","16.999"
"AR-372_RB1_2015-12-09_S","AR-372","RB1","2015-12-09","S","","17.094","17.094","17.094"
"AR-372_TRAINCARS_2015-09-03_R_T1","AR-372","TRAINCARS","2015-09-03","R","T1","27.665","27.665","27.665"
"AR-372_TRAINCARS_2015-09-02_R_T2","AR-372","TRAINCARS","2015-09-02","R","T2","27.665","27.665","27.665"
"AR-372_TRAINCARS_2015-09-03_R_T3","AR-372","TRAINCARS","2015-09-03","R","T3","27.665","27.665","27.665"
"AR-372_TRAINCARS_2015-09-03_S","AR-372","TRAINCARS","2015-09-03","S","","27.6652972972973","27.764","27.665"
"AR-372_TRAINCARS_2016-03-11_R_T1","AR-372","TRAINCARS","2016-03-11","R","T1","14.23","14.23","14.23"
"AR-372_TRAINCARS_2016-03-11_R_T2","AR-372","TRAINCARS","2016-03-11","R","T2","14.23","14.23","14.23"
"AR-372_TRAINCARS_2016-03-11_R_T3","AR-372","TRAINCARS","2016-03-11","R","T3","14.23","14.23","14.23"
"AR-372_TRAINCARS_2016-03-11_S","AR-372","TRAINCARS","2016-03-11","S","","14.23","14.23","14.23"
"AR-372_UNK_2015-09-03_R_T1","AR-372","UNK","2015-09-03","R","T1","27.665","27.665","27.665"
"AR-372_UNK_2015-09-03_R_T2","AR-372","UNK","2015-09-03","R","T2","27.665","27.665","27.665"
"AR-372_UNK_2015-09-03_R_T3","AR-372","UNK","2015-09-03","R","T3","27.636335","27.665","27.567"
"AR-378_NR1_2015-09-14_S","AR-378","NR1","2015-09-14","S","","27.173","27.173","27.173"
"AR-378_NR1_2016-05-10_R_T1","AR-378","NR1","2016-05-10","R","T1","21.282","21.282","21.282"
"AR-378_NR1_2016-05-10_R_T2","AR-378","NR1","2016-05-10","R","T2","21.282","21.282","21.282"
"AR-378_NR1_2016-05-10_R_T3","AR-378","NR1","2016-05-10","R","T3","21.282","21.282","21.282"
"AR-378_NR1_2016-05-10_S","AR-378","NR1","2016-05-10","S","","21.282","21.282","21.282"
"AR-378_PIPES_2015-09-14_R_T1","AR-378","PIPES","2015-09-14","R","T1","27.075","27.075","27.075"
"AR-378_PIPES_2015-09-14_R_T2","AR-378","PIPES","2015-09-14","R","T2","27.075","27.075","27.075"
"AR-378_PIPES_2015-09-14_S","AR-378","PIPES","2015-09-14","S","","27.075","27.075","27.075"
"AR-378_PIPES_2016-01-21_R_T1","AR-378","PIPES","2016-01-21","R","T1","12.11","12.11","12.11"
"AR-378_PIPES_2016-01-21_R_T2","AR-378","PIPES","2016-01-21","R","T2","12.11","12.11","12.11"
"AR-378_PIPES_2016-01-21_R_T3","AR-378","PIPES","2016-01-21","R","T3","12.0618391608392","12.11","12.013"
"AR-378_PIPES_2016-01-21_S","AR-378","PIPES","2016-01-21","S","","12.11","12.11","12.11"
"AR-378_PODS_2015-09-14_R_T1","AR-378","PODS","2015-09-14","R","T1","27.173","27.173","27.173"
"AR-378_PODS_2015-09-14_R_T2","AR-378","PODS","2015-09-14","R","T2","27.1457159090909","27.173","27.075"
"AR-378_PODS_2015-09-14_R_T3","AR-378","PODS","2015-09-14","R","T3","27.075","27.075","27.075"
"AR-378_PODS_2015-09-14_S","AR-378","PODS","2015-09-14","S","","27.173","27.173","27.173"
"AR-378_PODS_2016-03-17_R_T1","AR-378","PODS","2016-03-17","R","T1","13.846","13.846","13.846"
"AR-378_PODS_2016-03-17_R_T2","AR-378","PODS","2016-03-17","R","T2","13.846","13.846","13.846"
"AR-378_PODS_2016-03-17_R_T3","AR-378","PODS","2016-03-17","R","T3","13.8557777777778","13.942","13.846"
"AR-378_PODS_2016-03-17_S","AR-378","PODS","2016-03-17","S","","13.846","13.846","13.846"
"AR-378_RB1_2016-05-10_R_T1","AR-378","RB1","2016-05-10","R","T1","21.091","21.091","21.091"
"AR-378_RB1_2016-05-10_R_T2","AR-378","RB1","2016-05-10","R","T2","21.091","21.091","21.091"
"AR-378_RB1_2016-05-10_R_T3","AR-378","RB1","2016-05-10","R","T3","21.091","21.091","21.091"
